Company,Valuation ($B),Date Joined,Year Joined,Month Joined,Day Joined,Industry,City,Country,Continent,Years to Unicorn,Year Founded,Funding ($B),Investor 1,Investor 2,Investor 3,Investor 4,Investors
Vinted,5,11/27/19,2019,11,27,E-commerce & direct-to-consumer,Vilnius,Lithuania,Europe,11,2008,0.562,Accel, Insight Partners, Burda Principal Investments,,"Accel, Insight Partners, Burda Principal Investments"
Lendable,5,3/31/21,2021,03,31,Fintech,London,United Kingdom,Europe,7,2014,0.286,Ontario Teachers' Pension Plan, Goldman Sachs,,,"Ontario Teachers' Pension Plan, Goldman Sachs"
UBTECH Robotics,5,7/25/16,2016,07,25,Hardware,Shenzhen,China,Asia,4,2012,0.943,CDH Investments, Goldstone Investments, Qiming Venture Partners,,"CDH Investments, Goldstone Investments, Qiming Venture Partners"
Anduril,5,9/11/19,2019,09,11,Artificial intelligence,Irvine,United States,North America,2,2017,0.691,Andreessen Horowitz, Founders Fund, Revolution Ventures,,"Andreessen Horowitz, Founders Fund, Revolution Ventures"
Checkr,5,9/19/19,2019,09,19,Internet software & services,San Francisco,United States,North America,5,2014,0.559,Y Combinator, Accel, T. Rowe Price,,"Y Combinator, Accel, T. Rowe Price"
Color,5,1/4/21,2021,01,04,Health,Burlingame,United States,North America,8,2013,0.497,General Catalyst, Viking Global Investors, T. Rowe Price,,"General Catalyst, Viking Global Investors, T. Rowe Price"
Dataiku,5,12/4/19,2019,12,04,Internet software & services,New York,United States,North America,6,2013,0.647,Alven Capital, FirstMark Capital, capitalG,,"Alven Capital, FirstMark Capital, capitalG"
BetterUp,5,2/25/21,2021,02,25,Internet software & services,San Francisco,United States,North America,8,2013,0.567,Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital,,"Threshold Ventures, Lightspeed Venture Partners, Crosslink Capital"
Pleo,5,7/6/21,2021,07,06,Fintech,Copenhagen,Denmark,Europe,6,2015,0.428,Creandum, Founders, Kinnevik,,"Creandum, Founders, Kinnevik"
Trade Republic,5,5/20/21,2021,05,20,Fintech,Berlin,Germany,Europe,6,2015,0.996,Founders Fund, Accel, Creandum,,"Founders Fund, Accel, Creandum"
Chipone,5,12/16/21,2021,12,16,Hardware,Beijing,China,Asia,13,2008,1,China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment,,"China Grand Prosperity Investment, Silk Road Huacheng, Oriza Equity Investment"
Collibra,5,1/29/19,2019,01,29,Data management & analytics,Brussels,Belgium,Europe,11,2008,0.596,Index Ventures, Battery Ventures, ICONIQ Capital,,"Index Ventures, Battery Ventures, ICONIQ Capital"
Rappi,5,8/31/18,2018,08,31,"Supply chain, logistics, & delivery",Bogota,Colombia,South America,3,2015,2,DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures,"DST Global, Andreessen Horowitz, Sequoia Capital, Redpoint e.ventures"
6Sense,5,3/30/21,2021,03,30,Artificial intelligence,San Francisco,United States,North America,8,2013,0.426,Venrock, Battery Ventures, Insight Partners,,"Venrock, Battery Ventures, Insight Partners"
Cerebral,5,6/10/21,2021,06,10,Health,San Francisco,United States,North America,1,2020,0.462,Oak HC/FT Partners, Artis Ventures, WestCap Group,,"Oak HC/FT Partners, Artis Ventures, WestCap Group"
Creditas,5,12/18/20,2020,12,18,Fintech,Sao Paulo,Brazil,South America,8,2012,0.824,Kaszek Ventures, Amadeus Capital Partners, Quona Capital,,"Kaszek Ventures, Amadeus Capital Partners, Quona Capital"
OneTrust,5,7/11/19,2019,07,11,Internet software & services,Atlanta,United States,North America,3,2016,0.926,Insight Partners,,,,Insight Partners
QuintoAndar,5,9/9/19,2019,09,09,E-commerce & direct-to-consumer,Campinas,Brazil,South America,7,2012,0.755,Kaszek Ventures, General Atlantic, SoftBank Group,,"Kaszek Ventures, General Atlantic, SoftBank Group"
C6 Bank,5,12/2/20,2020,12,02,Fintech,Sao Paulo,Brazil,South America,2,2018,2,Credit Suisse,,,,Credit Suisse
Cockroach Labs,5,1/12/21,2021,01,12,Data management & analytics,New York,United States,North America,6,2015,0.633,Google Ventures, Benchmark, FirstMark Capital,,"Google Ventures, Benchmark, FirstMark Capital"
Hopper,5,3/24/21,2021,03,24,Travel,Montreal,Canada,North America,14,2007,0.599,Capital One Growth Ventures, Citi Ventures, OMERS Ventures,,"Capital One Growth Ventures, Citi Ventures, OMERS Ventures"
Icertis,5,7/17/19,2019,07,17,Artificial intelligence,Bellevue,United States,North America,10,2009,0.371,Eight Roads Ventures, Greycroft, Ignition Partners,,"Eight Roads Ventures, Greycroft, Ignition Partners"
Moon Active,5,1/26/20,2020,01,26,Mobile & telecommunications,Tel Aviv,Israel,Asia,9,2011,0.425,Insight Partners, Andalusian Capital Partners,,,"Insight Partners, Andalusian Capital Partners"
OfBusiness,5,7/31/21,2021,07,31,E-commerce & direct-to-consumer,Gurgaon,India,Asia,6,2015,0.734,Matrix Partners India, Falcon Edge Capital, SoftBank Group,,"Matrix Partners India, Falcon Edge Capital, SoftBank Group"
Ola Electric Mobility,5,7/2/19,2019,07,02,Auto & transportation,Bengaluru,India,Asia,0,2019,0.761,SoftBank Group, Tiger Global Management, Matrix Partners India,,"SoftBank Group, Tiger Global Management, Matrix Partners India"
Pine Labs,5,1/24/20,2020,01,24,Fintech,Noida,India,Asia,22,1998,0.903,Sequoia Capital India, Temasek, PayPal Ventures,,"Sequoia Capital India, Temasek, PayPal Ventures"
Qonto,5,1/11/22,2022,01,11,Fintech,Paris,France,Europe,6,2016,0.704,Alven Capital, Valar Ventures, Tencent Holdings,,"Alven Capital, Valar Ventures, Tencent Holdings"
SambaNova Systems,5,4/13/21,2021,04,13,Data management & analytics,Palo Alto,United States,North America,4,2017,1,Walden International, Google Ventures, Intel Capital,,"Walden International, Google Ventures, Intel Capital"
United Imaging Healthcare,5,9/15/17,2017,09,15,Health,Shanghai,China,Asia,6,2011,0.503,China Life Insurance, China Development Bank Capital, CITIC Securities International,,"China Life Insurance, China Development Bank Capital, CITIC Securities International"
WM Motor,5,3/8/19,2019,03,08,Auto & transportation,Shanghai,China,Asia,4,2015,4,Baidu Capital, Linear Venture, Tencent,,"Baidu Capital, Linear Venture, Tencent"
ZEPZ,5,8/23/21,2021,08,23,Fintech,London,United Kingdom,Europe,11,2010,0.655,Accel, Technology Crossover Ventures, LeapFrog Investments,,"Accel, Technology Crossover Ventures, LeapFrog Investments"
Abogen,4,11/29/21,2021,11,29,Health,Suzhou,China,Asia,2,2019,1,Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners,,"Hillhouse Capital Management, SoftBank Group, Qiming Venture Partners"
Greensill,4,7/16/18,2018,07,16,Fintech,London,United Kingdom,Europe,7,2011,2,SoftBank Group, General Atlantic,,,"SoftBank Group, General Atlantic"
HyalRoute,4,5/26/20,2020,05,26,Mobile & telecommunications,,Singapore,Asia,5,2015,0.263,Kuang-Chi,,,,Kuang-Chi
Radiology Partners,4,2/26/18,2018,02,26,Health,El Segundo,United States,North America,6,2012,1,New Enterprise Associates, Starr Investment Holdings,,,"New Enterprise Associates, Starr Investment Holdings"
Yello Mobile,4,11/11/14,2014,11,11,Mobile & telecommunications,Seoul,South Korea,Asia,2,2012,0.216,Formation 8,,,,Formation 8
Turing,4,12/20/21,2021,12,20,Internet software & services,Palo Alto,United States,North America,3,2018,0.128,Foundation Capital, Frontier Ventures, AltaIR Capital,,"Foundation Capital, Frontier Ventures, AltaIR Capital"
Lenskart,4,12/20/19,2019,12,20,E-commerce & direct-to-consumer,Faridabad,India,Asia,11,2008,0.776,Chiratae Ventures, PremjiInvest, Softbank,,"Chiratae Ventures, PremjiInvest, Softbank"
Kraken,4,6/25/19,2019,06,25,Fintech,San Francisco,United States,North America,8,2011,0.119,Bnk To The Future, Trammell Ventures, SBI Investment,,"Bnk To The Future, Trammell Ventures, SBI Investment"
Horizon Robotics,4,2/27/19,2019,02,27,Artificial intelligence,Beijing,China,Asia,4,2015,2,Hillhouse Capital Management, Linear Venture, Morningside Venture Capital,,"Hillhouse Capital Management, Linear Venture, Morningside Venture Capital"
MoonPay,4,11/22/21,2021,11,22,Fintech,Miami,United States,North America,2,2019,0.555,New Enterprise Associates, Coatue Management, Tiger Global Management,,"New Enterprise Associates, Coatue Management, Tiger Global Management"
Celsius Network,4,10/12/21,2021,10,12,Fintech,Hoboken,United States,North America,4,2017,0.864,WestCap Group, Caisse de depot et placement du Quebec,,,"WestCap Group, Caisse de depot et placement du Quebec"
ChargeBee Technologies,4,4/20/21,2021,04,20,Fintech,Walnut,United States,North America,10,2011,0.468,Insight Partners, Tiger Global Management, Accel,,"Insight Partners, Tiger Global Management, Accel"
Coalition,4,3/17/21,2021,03,17,Cybersecurity,San Francisco,United States,North America,4,2017,0.505,Two Sigma Ventures, Flint Capital, Commerce Ventures,,"Two Sigma Ventures, Flint Capital, Commerce Ventures"
Commure,4,9/16/21,2021,09,16,Internet software & services,San Francisco,United States,North America,4,2017,0.542,General Catalyst, HCA Healthcare,,,"General Catalyst, HCA Healthcare"
Flock Safety,4,7/13/21,2021,07,13,Hardware,Atlanta,United States,North America,4,2017,0.381,Matrix Partners, Initialized Capital, Tiger Global Management,,"Matrix Partners, Initialized Capital, Tiger Global Management"
Handshake,4,5/12/21,2021,05,12,Internet software & services,San Francisco,United States,North America,7,2014,0.434,Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures,,"Kleiner Perkins Caufield & Byers, Lightspeed Venture Partners, True Ventures"
Highspot,4,2/22/21,2021,02,22,Internet software & services,Seattle,United States,North America,8,2013,0.643,Madrona Venture Group, Shasta Ventures, Salesforce Ventures,,"Madrona Venture Group, Shasta Ventures, Salesforce Ventures"
Indigo Ag,4,9/26/17,2017,09,26,Artificial intelligence,Boston,United States,North America,3,2014,1,Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co.,,"Activant Capital Group, Alaska Permanent Fund, Baillie Gifford & Co."
Mirakl,4,9/22/20,2020,09,22,E-commerce & direct-to-consumer,Paris,France,Europe,9,2011,0.948,Elaia Partners, 83North, Felix Capital,,"Elaia Partners, 83North, Felix Capital"
Rec Room,4,3/23/21,2021,03,23,Internet software & services,Seattle,United States,North America,5,2016,0.294,First Round Capital, Sequoia Capital, Index Ventures,,"First Round Capital, Sequoia Capital, Index Ventures"
Tekion,4,10/21/20,2020,10,21,Internet software & services,San Ramon,United States,North America,4,2016,0.435,Airbus Ventures, Index Ventures, Advent International,,"Airbus Ventures, Index Ventures, Advent International"
Otto Bock HealthCare,4,6/24/17,2017,06,24,Health,Duderstadt,Germany,Europe,98,1919,0,EQT Partners,,,,EQT Partners
Outreach,4,4/16/19,2019,04,16,Internet software & services,Seattle,United States,North America,8,2011,0.489,Mayfield Fund, M12, Trinity Ventures,,"Mayfield Fund, M12, Trinity Ventures"
WeRide,4,12/23/20,2020,12,23,Auto & transportation,Guangzhou,China,Asia,3,2017,1,Atop Capital, IDInvest Partners, Qiming Venture Partners,,"Atop Capital, IDInvest Partners, Qiming Venture Partners"
Applied Intuition,4,10/22/20,2020,10,22,Data management & analytics,Sunnyvale,United States,North America,3,2017,0.352,Andreessen Horowitz, Lux Capital, General Catalyst,,"Andreessen Horowitz, Lux Capital, General Catalyst"
Course Hero,4,2/12/20,2020,02,12,Edtech,Redwood City,United States,North America,14,2006,0.477,NewView Capital, Maveron, Ridge Ventures,,"NewView Capital, Maveron, Ridge Ventures"
Relativity,4,3/18/21,2021,03,18,Internet software & services,Chicago,United States,North America,20,2001,0.125,Silver Lake, ICONIQ Capital,,,"Silver Lake, ICONIQ Capital"
Whoop,4,10/28/20,2020,10,28,E-commerce & direct-to-consumer,Boston,United States,North America,8,2012,0.404,NextView Ventures, Promus Ventures, Two Sigma Ventures,,"NextView Ventures, Promus Ventures, Two Sigma Ventures"
Arctic Wolf Networks,4,10/22/20,2020,10,22,Cybersecurity,Eden Prairie,United States,North America,8,2012,0.498,Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors,,"Lightspeed Venture Partners, Redpoint Ventures, Viking Global Investors"
GOAT,4,9/23/20,2020,09,23,E-commerce & direct-to-consumer,Culver City,United States,North America,5,2015,0.493,Upfront Ventures, Webb Investment Network, D1 Capital Partners,,"Upfront Ventures, Webb Investment Network, D1 Capital Partners"
Noom,4,5/24/21,2021,05,24,Health,New York,United States,North America,15,2006,0.657,Qualcomm Ventures, Samsung Ventures, Silver Lake,,"Qualcomm Ventures, Samsung Ventures, Silver Lake"
Papaya Global,4,3/4/21,2021,03,04,Internet software & services,New York,United States,North America,5,2016,0.44,Bessemer Venture Partners, Insight Partners, New Era Ventures,,"Bessemer Venture Partners, Insight Partners, New Era Ventures"
Redwood Materials,4,7/28/21,2021,07,28,Other,Carson City,United States,North America,4,2017,0.792,Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners,,"Breakthrough Energy Ventures, Capricorn Investment Group, Valor Equity Partners"
ShareChat,4,4/8/21,2021,04,08,Internet software & services,Bengaluru,India,Asia,6,2015,1,India Quotient, Elevation Capital, Lightspeed Venture Partners,,"India Quotient, Elevation Capital, Lightspeed Venture Partners"
Sorare,4,9/21/21,2021,09,21,E-commerce & direct-to-consumer,Paris,France,Europe,2,2019,0.739,Benchmark, Accel, SoftBank Group,,"Benchmark, Accel, SoftBank Group"
VAST Data,4,4/16/20,2020,04,16,Data management & analytics,New York,United States,North America,4,2016,0.263,Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital,,"Norwest Venture Partners, Goldman Sachs, Dell Technologies Capital"
Articulate,4,7/1/21,2021,07,01,Edtech,New York,United States,North America,6,2015,2,Blackstone, ICONIQ Growth, General Atlantic,,"Blackstone, ICONIQ Growth, General Atlantic"
Dutchie,4,3/16/21,2021,03,16,E-commerce & direct-to-consumer,Bend,United States,North America,4,2017,0.603,Casa Verde Capital, Gron Ventures, Thrity Five Ventures,,"Casa Verde Capital, Gron Ventures, Thrity Five Ventures"
FalconX,4,8/10/21,2021,08,10,Fintech,San Mateo,United States,North America,3,2018,0.324,Tiger Global Management, American Express Ventures, B Capital Group,,"Tiger Global Management, American Express Ventures, B Capital Group"
Guild Education,4,11/13/19,2019,11,13,Internet software & services,Denver,United States,North America,4,2015,0.379,General Atlantic, Blackstone, ICONIQ Growth,,"General Atlantic, Blackstone, ICONIQ Growth"
Chainalysis,4,11/23/20,2020,11,23,Fintech,New York,United States,North America,6,2014,0.367,Addition, Benhcmark, Accel,,"Addition, Benhcmark, Accel"
dbt Labs,4,6/30/21,2021,06,30,Data management & analytics,Philadelphia,United States,North America,5,2016,0.414,Andreessen Horowitz, Amplify Partners, Sequoia Capital,,"Andreessen Horowitz, Amplify Partners, Sequoia Capital"
Globalization Partners,4,1/24/22,2022,01,24,Internet software & services,Boston,United States,North America,10,2012,0.35,Vista Equity Partners, Wincove, TDR Capital,,"Vista Equity Partners, Wincove, TDR Capital"
Intarcia Therapeutics,4,4/1/14,2014,04,01,Health,Boston,United States,North America,19,1995,1,New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital,,"New Enterprise Associates, New Leaf Venture Partners, Charter Venture Capital"
Relativity Space,4,11/23/20,2020,11,23,Other,Inglewood,United States,North America,4,2016,1,Playground Global, Bond, Tribe Capital,,"Playground Global, Bond, Tribe Capital"
StockX,4,6/26/19,2019,06,26,E-commerce & direct-to-consumer,Detroit,United States,North America,3,2016,0.495,Google Ventures, Battery Ventures, DST Global,,"Google Ventures, Battery Ventures, DST Global"
ThoughtSpot,4,5/8/18,2018,05,08,Internet software & services,Sunnyvale,United States,North America,6,2012,0.664,Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital,,"Lightspeed Venture Partners, Khosla Ventures, Geodesic Capital"
SSENSE,4,6/8/21,2021,06,08,E-commerce & direct-to-consumer,Montreal,Canada,North America,18,2003,0.557,Sequoia Capital,,,,Sequoia Capital
BitPanda,4,3/16/21,2021,03,16,Fintech,Vienna,Austria,Europe,7,2014,0.546,Speedinvest, Valar Ventures, Uniqa Ventures,,"Speedinvest, Valar Ventures, Uniqa Ventures"
Dataminr,4,6/4/18,2018,06,04,Artificial intelligence,New York,United States,North America,9,2009,1,Venrock, Institutional Venture Partners, Goldman Sachs,,"Venrock, Institutional Venture Partners, Goldman Sachs"
Weee!,4,3/16/21,2021,03,16,"Supply chain, logistics, & delivery",Fremont,United States,North America,6,2015,0.864,Goodwater Capital, iFly, XVC Venture Capital,,"Goodwater Capital, iFly, XVC Venture Capital"
Medlinker,4,7/31/18,2018,07,31,Health,Chengdu,China,Asia,4,2014,0.761,China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China,,"China Health Industry Investment Fund, China Renaissance, and Sequoia Capital China"
Hozon Auto,4,2/22/22,2022,02,22,Auto & transportation,Shanghai,China,Asia,8,2014,2,HD Capital, Qihoo 360 Technology, China Fortune Land Development,,"HD Capital, Qihoo 360 Technology, China Fortune Land Development"
Aurora Solar,4,5/24/21,2021,05,24,Internet software & services,San Francisco,United States,North America,8,2013,0.523,Fifth Wall Ventures, Energize Ventures, ICONIQ Capital,,"Fifth Wall Ventures, Energize Ventures, ICONIQ Capital"
Branch,4,9/10/18,2018,09,10,Mobile & telecommunications,Redwood City,United States,North America,4,2014,0.667,New Enterprise Associates, Pear, Cowboy Ventures,,"New Enterprise Associates, Pear, Cowboy Ventures"
BrowserStack,4,6/16/21,2021,06,16,Internet software & services,Dublin,Ireland,Europe,10,2011,0.25,Accel, Insight Partners, Bond Capital,,"Accel, Insight Partners, Bond Capital"
